id,car_brand,car_model,car_trim,Price_EGP,body_type,powertrain_type,Insurance_Price_EGP,Register_Price_EGP,Engine_CC,Engine_Turbo,Horsepower_HP,Max_Speed_kmh,Acceleration_0_100_sec,Number_transmission_Speeds,Transmission_Type,Fuel_Type,Number_of_Cylinders,Fuel_Tank_L,Torque_Newton_Meter,Length_mm,Width_mm,Height_mm,Ground_Clearance_mm,Wheelbase_mm,Trunk_Size_L,Origin_Country,Assembly_Country,Year,Number_of_Seats,Traction_Type,ABS,EBD,Driver_Airbag,Passenger_Airbag,Rear_Sensors,Air_Conditioning,Power_Steering,Electric_Mirrors,Remote_Keyless,Central_Locking,Cruise_Control,Sunroof,Tinted_Glass,Front_Power_Windows,Back_Power_Windows,Bluetooth,USB_Port,AUX,Alloy_Wheels,Fog_Light,Multifunction,Warranty_km,Warranty_years,Minimum_Installment,Minimum_Deposit,Fuel_Consumption_l_100_km,Side_Airbag,Power_Seats,CD_Player,Closing_Mirrors,Leather_Seats,EPS,Rear_Camera,GPS,Front_Sensors,Intelligent_Parking_System,Rear_Spoiler,Electric_Chairs,Start_Engine,ESP,Steptronic,Panoramic_Sunroof,Touch_Activated_Door_Lock,Heated_Seats,Cool_Box,Rear_Seat_Entertainment,Daytime_Running_Lights,Start_Stop_System,Tyre_Pressure_Sensor,Xenon_Headlights,Front_Camera,Immobilizer_Key,Roof_Rack,Anti_Theft_System,Alarm,Multimedia_Touch_Screen,Off_Road_Tyres,Battery_Capacity_kWh,Battery_Range_km
450,porsche,718,Porsche 718 2025 A/T / Spyder RS,13058500.0,coupe,Internal_Combustion_Engine,326463,326463,4000,True,500,308,3.4,9,automatic_traditional,95,6,64,450,4405,1994,1276,,2475,,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,365366,1958775,,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,,,,,,,,True,True,True,,,
451,porsche,718,Porsche 718 2025 A/T / Cayman GT4 RS,13058500.0,coupe,Internal_Combustion_Engine,326463,326463,4000,True,500,315,3.4,9,automatic_traditional,95,6,64,450,4405,1994,1276,,2475,,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,365366,1958775,,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,,,,,,,,True,True,True,,,
452,porsche,911,Porsche 911 2025 A/T / Carrera,10422300.0,coupe,Internal_Combustion_Engine,260558,260558,3000,True,394,294,4.1,8,automatic_traditional,95,4,,450,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,291607,1563345,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
453,porsche,911,Porsche 911 2025 manual‏,11323900.0,coupe,Internal_Combustion_Engine,283098,283098,3000,True,394,294,4.1,8,manual,95,4,,450,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,316833,1698585,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
454,porsche,911,Porsche 911 2025 A/T /  Carrera Cabriolet,11421900.0,coupe,Internal_Combustion_Engine,285548,285548,3000,True,394,294,4.1,8,automatic_traditional,95,4,,450,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,319575,1713285,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
455,porsche,911,Porsche 911 2025 manual‏ / Cabriolet,12460700.0,coupe,Internal_Combustion_Engine,311518,311518,3000,True,394,294,4.1,8,manual,95,4,,450,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,348640,1869105,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
456,porsche,911,Porsche 911 2025 A/T / Carrera GTS,13984600.0,coupe,Internal_Combustion_Engine,349615,349615,3600,True,485,312,3.0,8,automatic_traditional,95,6,,610,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,391277,2097690,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
457,porsche,911,Porsche 911 2025 A/T / Carrera 4 GTS,14641200.0,coupe,Internal_Combustion_Engine,366030,366030,3600,True,485,312,3.0,8,automatic_traditional,95,6,,610,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,409649,2196180,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
458,porsche,911,Porsche 911 2025 A/T / Carrera GTS Cabriolet,15116500.0,coupe,Internal_Combustion_Engine,377913,377913,3600,True,485,312,3.0,8,automatic_traditional,95,6,,610,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,422947,2267475,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
459,porsche,911,Porsche 911 2025 A/T / Carrera 4 GTS Cabriolet,15782900.0,coupe,Internal_Combustion_Engine,394573,394573,3600,True,485,312,3.0,8,automatic_traditional,95,6,,610,4542,2450,1852,,2450,135,germany,,2025,2,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,441592,2367435,10.6,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
460,porsche,Macan-Electric,Porsche Macan Electric 2025 Automtic,4512900.0,crossover/suv,Electric,112823,11282,,False,360,220,5.7,,automatic_traditional,,,,563,4784,1938,1623,185,2893,540,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,126267,676935,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,100.0,654
461,porsche,Macan-Electric,Porsche Macan Electric 2025 A/T / 4,4728500.0,crossover/suv,Electric,118213,11821,,False,408,220,5.2,,automatic_traditional,,,,650,4784,1938,1623,185,2893,540,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,132299,709275,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,100.0,624
462,porsche,Macan-Electric,Porsche Macan Electric 2025 A/T / 4S Electric,6051500.0,crossover/suv,Electric,151288,15129,,False,516,240,4.1,,automatic_traditional,,,,820,4784,1938,1623,185,2893,540,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,169316,907725,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,100.0,619
463,porsche,Macan-Electric,Porsche Macan Electric 2025 A/T / Turbo,8506400.0,crossover/suv,Electric,212660,21266,,False,639,260,3.3,,automatic_traditional,,,,1130,4784,1938,1623,185,2893,540,germany,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,238002,1275960,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,100.0,616
464,porsche,Taycan,Porsche Taycan 2025 Automtic,6433700.0,sedan,Electric,160843,16084,,False,408,230,4.8,,automatic_traditional,,,,420,4963,2144,1395,127,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,180010,965055,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,566
465,porsche,Taycan,Porsche Taycan 2025 A/T / 4 Cross Turismo,7207900.0,sedan,Electric,180198,18020,,False,435,220,4.7,,automatic_traditional,,,,610,4974,2144,1409,146,2904,,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,201671,1081185,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,601
466,porsche,Taycan,Porsche Taycan 2025 A/T / Taycan 4S,7506800.0,sedan,Electric,187670,18767,,False,598,250,3.7,,automatic_traditional,,,,710,4963,2144,1379,,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,210034,1126020,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,625
467,porsche,Taycan,Porsche Taycan 2025 A/T / 4S Cross Turismo,9060100.0,sedan,Electric,226503,22650,,False,598,250,3.7,,automatic_traditional,,,,710,4963,2144,1379,,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,253494,1359015,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,625
468,porsche,Taycan,Porsche Taycan 2025 A/T / Turbo,10657500.0,sedan,Electric,266438,26644,,False,707,260,2.7,,automatic_traditional,,,,890,4963,2144,1381,128,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,298188,1598625,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,626
469,porsche,Taycan,Porsche Taycan 2025 A/T / Turbo Cross Turismo,12392100.0,sedan,Electric,309803,30980,,False,707,250,2.8,,automatic_traditional,,,,890,4963,2144,1381,128,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,346721,1858815,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,597
470,porsche,Taycan,Porsche Taycan 2025 A/T / Turbo S,13161400.0,sedan,Electric,329035,32904,,False,775,260,2.4,,automatic_traditional,,,,1110,4963,2144,1381,128,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,368245,1974210,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,626
471,porsche,Taycan,Porsche Taycan 2025 A/T / Turbo GT,14489300.0,sedan,Electric,362233,36223,,False,789,290,2.3,,automatic_traditional,,,,1240,4963,2144,1381,128,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,405399,2173395,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,605
472,porsche,Taycan,Porsche Taycan 2025 A/T / Highli Turbo GT with Weissach Packagene,14489300.0,sedan,Electric,362233,36223,,False,789,305,2.2,,automatic_traditional,,,,1240,4963,2144,1381,128,2900,,germany,,2025,4,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,405399,2173395,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,97.0,605
473,porsche,cayenne,Porsche Cayenne 2025 Automatic,7786100.0,crossover/suv,Internal_Combustion_Engine,194653,194653,3000,True,353,248,6.0,9,automatic_traditional,95,6,75,500,4930,2194,1698,193,2895,,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,217849,1167915,9.4,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
474,porsche,cayenne,Porsche Cayenne 2025 A/T / Coupé,8085000.0,crossover/suv,Internal_Combustion_Engine,202125,202125,3000,True,353,248,5.7,9,automatic_traditional,95,6,75,500,4930,2194,1678,192,2895,735,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,226212,1212750,9.5,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
475,porsche,cayenne,Porsche Cayenne 2025 Automtic / s,8780800.0,crossover/suv,Internal_Combustion_Engine,219520,219520,4000,True,474,273,5.0,9,automatic_traditional,95,8,90,600,4930,2194,1698,193,2895,770,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,245679,1317120,10.0,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
476,porsche,cayenne,Porsche Cayenne 2025 A/T /  S Coupé,9212000.0,crossover/suv,Internal_Combustion_Engine,230300,230300,4000,True,474,273,4.7,9,automatic_traditional,95,8,90,600,4930,2194,1698,193,2895,720,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,257744,1381800,10.0,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
477,porsche,cayenne,Porsche Cayenne 2025 A/T / GTS,10623200.0,crossover/suv,Internal_Combustion_Engine,265580,265580,4000,True,500,275,4.7,9,automatic_traditional,95,8,90,660,4930,2194,1698,193,2895,720,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,297228,1593480,10.0,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
478,porsche,cayenne,Porsche Cayenne 2025 A/T / GTS Coupé,10829000.0,crossover/suv,Internal_Combustion_Engine,270725,270725,4000,True,474,273,4.7,9,automatic_traditional,95,8,90,600,4930,2194,1698,193,2895,720,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,302986,1624350,10.0,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
479,porsche,cayenne,Porsche Cayenne 2025 A/T / Coupe Turbo GT,18767000.0,crossover/suv,Internal_Combustion_Engine,469175,469175,4000,True,659,305,3.3,9,automatic_traditional,95,8,90,850,4932,2194,1648,173,2895,435,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,525085,2815050,11.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
480,porsche,macan,Porsche Macan 2025 Automtic,4498200.0,crossover/suv,Internal_Combustion_Engine,112455,67473,2000,True,265,232,6.4,9,automatic_traditional,95,4,65,400,4726,2097,1621,187,2807,665,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,125856,674730,8.8,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
481,porsche,macan,Porsche Macan 2025 A/T / T,4669700.0,crossover/suv,Internal_Combustion_Engine,116743,70046,2000,True,265,232,6.4,9,automatic_traditional,95,4,65,400,4726,2097,1621,187,2807,665,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,130654,700455,8.8,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
482,porsche,macan,Porsche Macan 2025 A/T / S,5698700.0,crossover/suv,Internal_Combustion_Engine,142468,142468,2900,True,380,259,8.8,9,automatic_traditional,95,6,65,520,4726,2097,1621,187,2807,650,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,159445,854805,9.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
483,porsche,macan,Porsche Macan 2025 A/T / GTS,6595400.0,crossover/suv,Internal_Combustion_Engine,164885,164885,2900,True,440,272,4.5,9,automatic_traditional,95,6,75,550,4726,2097,1596,,2807,620,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,184534,989310,9.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
484,porsche,panamera,Porsche Panamera 2025 Automtic,10216500.0,sedan,Internal_Combustion_Engine,255413,255413,2900,True,353,272,5.3,7,automatic_traditional,95,6,75,500,5049,1937,1423,,2950,500,germany,,2025,4,back traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,285849,1532475,9.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,True,True,,,,
485,porsche,panamera,Porsche Panamera 2025 A/T / 4,10584000.0,sedan,Internal_Combustion_Engine,264600,264600,2900,True,353,270,5.0,8,automatic_traditional,95,6,65,500,5049,1937,1423,,2950,550,germany,,2025,4,back traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,296132,1587600,10.9,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,,,,
486,porsche,panamera,Porsche Panamera 2025 A/T / 4 E-Hybrid,11196500.0,sedan,Hybrid,279913,279913,2900,True,470,280,4.1,8,automatic_traditional,95,6,80,420,5049,1937,1423,,2950,405,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,313269,1679475,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,True,True,,,,
487,porsche,panamera,Porsche Panamera 2025 A/T / 4 E-Hybrid Executive,12186300.0,sedan,Hybrid,304658,304658,2900,True,470,280,4.2,8,automatic_traditional,95,6,80,650,5049,1937,1423,,2950,405,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,340963,1827945,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,True,True,,,,
488,porsche,panamera,Porsche Panamera 2025 A/T / 4S E-Hybrid,12460700.0,sedan,Hybrid,311518,311518,2900,True,544,290,3.7,8,automatic_traditional,95,6,80,750,5049,1937,1423,,2950,405,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,348640,1869105,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,True,True,,,,
489,porsche,panamera,Porsche Panamera 2025 A/T / GTS,14107100.0,sedan,Internal_Combustion_Engine,352678,352678,4000,True,500,302,3.8,8,automatic_traditional,95,8,90,660,5053,1937,1417,,2950,550,germany,,2025,5,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,394705,2116065,11.7,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,True,True,,,,
490,porsche,panamera,Porsche Panamera 2025 A/T / Turbo E-Hybrid,18624900.0,sedan,Hybrid,465623,465623,4000,True,680,315,3.2,8,automatic_traditional,95,8,90,930,5049,1937,1427,,2950,550,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,521109,2793735,2.1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,True,True,,,,
491,porsche,panamera,Porsche Panamera 2025 A/T / Turbo S E-Hybrid,21388500.0,sedan,Hybrid,534713,534713,4000,True,782,325,2.9,8,automatic_traditional,95,8,90,1000,5049,1937,1427,,2950,550,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,598432,3208275,2.1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,True,True,,,,
492,proton,saga,Proton Saga 2026 A/T / Premium,670000.0,sedan,Internal_Combustion_Engine,16750,6700,1300,False,95,,,4,automatic_traditional,92,4,40,120,4331,1689,1491,,2465,420,malaysia,egypt,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,150000.0,5.0,18746,100500,5.6,,,,,,,True,,True,,True,,,,,,,,,,,,,,,,,True,True,True,,,
493,renault,Austral,Renault Austral 2026 A/T / Evolution,1590000.0,crossover/suv,Internal_Combustion_Engine,39750,15900,1300,True,150,,9.7,,automatic_cvt,95,4,55,250,4510,2083,1618,,2667,500,france,france,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,44487,238500,6.2,True,,,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,True,True,True,,,
494,renault,Austral,Renault Austral 2026 A/T / Techno,1770000.0,crossover/suv,Internal_Combustion_Engine,44250,17700,1300,True,150,,9.7,,automatic_cvt,95,4,55,250,4510,2083,1618,,2667,500,france,france,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,49523,265500,6.2,True,,,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,True,True,True,,,
495,renault,Austral,Renault Austral 2026 A/T / Iconic,1880000.0,crossover/suv,Internal_Combustion_Engine,47000,18800,1300,True,150,,9.7,7,automatic_cvt,95,4,55,250,4510,2083,1618,,2667,500,france,france,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,52601,282000,6.2,True,,,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,True,True,True,,,
496,renault,Austral,Renault Austral 2026 A/T /  Esprit Alpine,1990000.0,crossover/suv,Internal_Combustion_Engine,49750,19900,1300,True,150,,9.7,7,automatic_cvt,95,4,55,250,4510,2083,1618,,2667,500,france,france,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,55679,298500,6.2,True,,,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,True,True,True,,,
497,renault,Austral,Renault Austral 2026 A/T / Esprit Alpine / B/E,2020000.0,crossover/suv,Internal_Combustion_Engine,50500,20200,1300,True,150,,9.7,,automatic_cvt,95,4,55,250,4510,2083,1618,,2667,500,france,france,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,56518,303000,6.2,True,,,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,True,True,True,,,
498,renault,Kardian,Renault Kardian 2026 A/T / Evolution,849900.0,crossover/suv,Internal_Combustion_Engine,21248,2125,1000,True,100,,,,automatic_cvt,95,3,50,142,4120,1747,1596,209,1596,410,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,100000.0,3.0,23779,127485,,,,,,,True,,,,,True,,,True,True,,,,,,,,,,,,,True,True,True,,,
499,renault,Kardian,Renault Kardian 2026 A/T / Techno,899900.0,crossover/suv,Internal_Combustion_Engine,22498,2250,1000,True,100,,,,automatic_cvt,95,3,50,142,4120,1747,1596,209,1596,410,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,100000.0,3.0,25178,134985,,True,,,,,True,True,,,,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
500,renault,Kardian,Renault Kardian 2026 A/T / Iconic,974900.0,crossover/suv,Internal_Combustion_Engine,24373,2437,1000,True,100,,,,automatic_cvt,95,3,50,142,4120,1747,1596,209,1596,410,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,100000.0,3.0,27277,146235,,True,,,,True,True,True,,True,True,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
501,renault,Taliant,Renault Taliant 2026 A/T / Evolution,699000.0,sedan,Internal_Combustion_Engine,17475,1748,1000,True,100,,,,automatic_cvt,95,3,50,140,4396,1848,1501,,2649,528,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,100000.0,3.0,19557,104850,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,True,True,,,,
502,renault,Taliant,Renault Taliant 2026 A/T / Techno,799000.0,sedan,Internal_Combustion_Engine,19975,1998,1000,True,100,,,,automatic_cvt,95,3,50,140,4396,1848,1501,,2649,528,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,100000.0,3.0,22355,119850,,True,,,,,True,True,True,True,True,,,True,True,,,True,,,,,,,,,,,True,True,True,,,
503,renault,duster,Renault Duster 2026 A/T / H1,1150000.0,crossover/suv,Internal_Combustion_Engine,28750,11500,1300,True,150,,,7,automatic_dsg,95,4,50,250,4343,2069,1661,217,2657,472,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,,True,True,True,,,True,,True,True,True,True,,True,100000.0,3.0,32176,172500,,True,,,,,,,,,,,,,True,True,,True,,,,True,,,,,True,,True,True,True,,,
504,renault,duster,Renault Duster 2026 A/T / H2,1240000.0,crossover/suv,Internal_Combustion_Engine,31000,12400,1300,True,150,,,7,automatic_dsg,95,4,50,250,4343,2069,1661,217,2657,472,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,34694,186000,,True,,,True,,,True,,,,,,True,True,True,,True,,,,True,True,,,,True,True,True,True,True,,,
505,renault,duster,Renault Duster 2026 A/T / H3,1320000.0,crossover/suv,Internal_Combustion_Engine,33000,13200,1300,True,150,,,7,automatic_dsg,95,4,50,250,4343,2069,1661,217,2657,472,france,morocco,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,36933,198000,,True,,,True,True,True,True,True,True,True,,,True,True,True,,True,,,,True,True,True,,True,True,True,True,True,True,,,
506,renault,duster-shape-new-generation,Renault Duster 2025 A/T / H1,1225000.0,crossover/suv,Internal_Combustion_Engine,30625,12250,1300,True,150,,,7,automatic_traditional,95,,,250,,,,,,,france,,2025,5,front traction,,,,,,True,,,True,,,,,,,True,True,True,,,True,100000.0,3.0,34274,183750,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,
507,renault,duster-shape-new-generation,Renault Duster 2025 A/T / H2,1325000.0,crossover/suv,Internal_Combustion_Engine,33125,13250,1300,True,150,,,7,automatic_traditional,95,,,250,,,,,,,france,,2025,5,front traction,,,,,,True,,,True,,,,,,,True,True,True,,,True,100000.0,3.0,37072,198750,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,
508,renault,duster-shape-new-generation,Renault Duster 2025 A/T / H3,1400000.0,crossover/suv,Internal_Combustion_Engine,35000,14000,1300,True,150,,,7,automatic_traditional,95,,,250,,,,,,,france,,2025,5,front traction,,,,,,True,,,True,,,,,,,True,True,True,,,True,100000.0,3.0,39171,210000,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,
509,renault,megane,Renault Megane 2026 A/T / Dynamic,1090000.0,sedan,Internal_Combustion_Engine,27250,10900,1600,False,115,180,11.8,,automatic_cvt,92,4,50,156,4632,1814,1443,136,2711,503,france,turkey,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,30497,163500,6.6,,,,,,True,,,True,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
